Number of Iterations: 226
X Poses,Y Poses
Iteration 12,"[[1.2989730762463618, 1.0018174474345736, 1.0582325943482234, 0.18647094283616017, 0.4028309192518045], [0.2525036519551059, 0.32094239200075636, -0.4229671007688321, -0.3450947355505894, 0.22272020692368008]]"
Iteration 13,"[[1.298714210886526, 0.9974643995619391, 1.0585640728715344, 0.18109384023634822, 0.39842872035893445], [0.25258662251299013, 0.3230008885110862, -0.424675144935159, -0.34474705117607174, 0.22487949293735168]]"
Iteration 14,"[[1.2984664316552075, 0.9929770408835137, 1.0588844852093602, 0.1757981789766156, 0.39386188873732164], [0.25265788410480805, 0.32501336183194973, -0.42631832528813907, -0.3444084896652756, 0.22700060123753749]]"
Iteration 15,"[[1.298188216844306, 0.9883224747573138, 1.0591450743360824, 0.17058299657088866, 0.3890902362923474], [0.2527160985304915, 0.32694255421031637, -0.42791235818386725, -0.3440808855277271, 0.22906066801239386]]"
Iteration 16,"[[1.2978763757860012, 0.9834614608522435, 1.0593395876117222, 0.16545220369227154, 0.38414552191985857], [0.2527344197822188, 0.3288309165794048, -0.42947679275122974, -0.3437563320836986, 0.2310727717040921]]"
Iteration 17,"[[1.2975786752874938, 0.9784445707380822, 1.0595253794643764, 0.16040569909965977, 0.3793616717280114], [0.2527496814998175, 0.3306408321521449, -0.4309875968843069, -0.34343123635527706, 0.23314517054379386]]"
Iteration 18,"[[1.2972306589583276, 0.9735639310966678, 1.0596997307641094, 0.15544859966460187, 0.37466596094933013], [0.25290144692692945, 0.3324814726000278, -0.43232849856352584, -0.34308799548121915, 0.2353188976739627]]"
Iteration 19,"[[1.296804981955269, 0.9687617800154149, 1.0598375178859818, 0.1505792625943555, 0.3699796067384633], [0.25303258726081357, 0.33440847351575204, -0.43360638508462007, -0.34271672511981977, 0.23761760562340722]]"
Iteration 20,"[[1.2963434707730266, 0.9639690339102605, 1.0598755039547685, 0.14579646618567066, 0.3653924647138874], [0.25310471548945995, 0.33646462861882964, -0.434863420334997, -0.3422984890098491, 0.23981429033416626]]"
Iteration 21,"[[1.2959016965899441, 0.9592666752789751, 1.0599087156438378, 0.14109101310659344, 0.36094464056822134], [0.2531740339315281, 0.3384388330958218, -0.43607891177463737, -0.34182410981694794, 0.24184759052495938]]"
Iteration 22,"[[1.2954890787896252, 0.9546955818289748, 1.0598098830432239, 0.13645284419466533, 0.3566070092144623], [0.2531254312305954, 0.3402359641436418, -0.4373179140803847, -0.341272401705334, 0.24376109864059062]]"
Iteration 23,"[[1.2950577926850955, 0.9502821729357965, 1.0596798859554475, 0.13186014843481675, 0.35233578205646005], [0.2530785812588996, 0.34195925476583633, -0.43854816723279255, -0.3406461278137853, 0.2455668494291771]]"
Iteration 24,"[[1.294537349876125, 0.9459420270258014, 1.0594321770451582, 0.12729130816356687, 0.3481098061885151], [0.25293555272092355, 0.34358244609856065, -0.43981948884637306, -0.33992184038907425, 0.24728756837527183]]"
Iteration 25,"[[1.2939460386317805, 0.941646438529452, 1.0591438232025578, 0.12271343044261346, 0.3439231300395233], [0.2527525574632226, 0.34511766497084956, -0.4411103496742552, -0.33909836669921345, 0.24896451266476538]]"
Iteration 26,"[[1.2933572407986356, 0.9373648736199255, 1.0588022929989571, 0.11808704536759732, 0.33984090041403436], [0.25266121085944904, 0.3465569874711902, -0.44225075106506645, -0.33823518145492193, 0.25079910436782893]]"
Iteration 27,"[[1.292737077894001, 0.9331821981035782, 1.0583764541320413, 0.11338480405655492, 0.3358026482440279], [0.25252171632136927, 0.3481518979838016, -0.44336042225837646, -0.33745364735543193, 0.25276711365907906]]"
Iteration 28,"[[1.292098641406978, 0.9290580578043238, 1.057957139637922, 0.10858417247582655, 0.3317741624550623], [0.2523825966835899, 0.34993333445686386, -0.4444509009894521, -0.33675517010696676, 0.25487073312588443]]"
Iteration 29,"[[1.2914809145647475, 0.9249265682459431, 1.057466457398819, 0.10365612212589727, 0.32772588096775346], [0.2522393347553072, 0.35181069552923977, -0.44547760084543336, -0.33614147201360284, 0.25709873878230743]]"
Iteration 30,"[[1.2908486980113467, 0.9207765174117021, 1.0569927399478538, 0.0985677744571695, 0.323635467522214], [0.2521194385214581, 0.35383681243681386, -0.4464655311294785, -0.3356303502620247, 0.25943652222157365]]"
Iteration 31,"[[1.2902372798079853, 0.9165720632464217, 1.0564500615614352, 0.09327977095671718, 0.3194873250558352], [0.25199700075499054, 0.35592372891755225, -0.447385799820727, -0.33524425150477566, 0.2618716051273612]]"
Iteration 32,"[[1.289569782503147, 0.9123108280492968, 1.0559224059135528, 0.08803270355128807, 0.3152699268454348], [0.2518982478824969, 0.35814159558700964, -0.448281972999246, -0.33483840286961053, 0.2643862496829838]]"
Iteration 33,"[[1.2888792151325459, 0.9079741609232632, 1.0553684216552854, 0.08287927930130129, 0.31097684809850923], [0.25178580559495506, 0.3603979951623329, -0.449144382268355, -0.3342991051641802, 0.2669744268672858]]"
Iteration 34,"[[1.2882036574328077, 0.9035591979109736, 1.0547916076752104, 0.07773422162826152, 0.3066037882992372], [0.2516482354357696, 0.3627351682420111, -0.4499909234770386, -0.333612845087383, 0.269624849846892]]"
Iteration 35,"[[1.2875502506564107, 0.8990614414206936, 1.0541362807728007, 0.07261168622322901, 0.3021487640013324], [0.2515099380372479, 0.36510772898215316, -0.45078790654386564, -0.3328698511947108, 0.2723295823189593]]"
Iteration 36,"[[1.2868375865048067, 0.8944780134659737, 1.0534963290504782, 0.0676875744684047, 0.2976115336772378], [0.25138489041950374, 0.3675583441303053, -0.4515759453935185, -0.3322580927863363, 0.27507150905303324]]"
Iteration 37,"[[1.2860882605495525, 0.8898109443766897, 1.0527812474257736, 0.06291973610304431, 0.2929931829048978], [0.2511989533454695, 0.3700331650711429, -0.4523711178041977, -0.3317401395405034, 0.2778420503793506]]"
Iteration 38,"[[1.2852999327833914, 0.8850680049391576, 1.0521029227154892, 0.05826366648094665, 0.28829642832510016], [0.25108994780284144, 0.3724553958690711, -0.4531012496414032, -0.33130645412186843, 0.2806221663492356]]"
Iteration 39,"[[1.2845274276362517, 0.8802426468758116, 1.0513670208864663, 0.053688793382060146, 0.28352275012049255], [0.25094938672388223, 0.37489924097969196, -0.45378652228574734, -0.3309414152673005, 0.28341812261965227]]"
Iteration 40,"[[1.283737662345615, 0.8753420516891897, 1.050646519412269, 0.04916696428834842, 0.27867414076758706], [0.2508073721842232, 0.37732606798132423, -0.4544741420500205, -0.33064377413633966, 0.2862330767586063]]"
Iteration 41,"[[1.2828898358745837, 0.8703654592337903, 1.0498636274890802, 0.04470184588605923, 0.27375804376156265], [0.2506701800239121, 0.3797535880205629, -0.45513079192710304, -0.3302426967154167, 0.2890301721745759]]"
Iteration 42,"[[1.2820724918285393, 0.8653160677384217, 1.0490672541274277, 0.04025661755773253, 0.26877270998236674], [0.250542056712455, 0.38217748150036784, -0.4557308251767763, -0.32968784218368863, 0.2918378090475666]]"
Iteration 43,"[[1.2812563343560048, 0.8601953857532054, 1.0482437207800668, 0.035792288493774214, 0.26372462435309457], [0.2504693996288189, 0.3846028380263169, -0.45625016873712165, -0.32900319243804466, 0.2946347131165383]]"
Iteration 44,"[[1.2803771055845337, 0.8550110396324555, 1.0474029440806536, 0.03128116290624456, 0.2586155901682638], [0.2503843861058361, 0.38700854537818224, -0.4567628113863401, -0.32820641307878917, 0.2974255643701674]]"
Iteration 45,"[[1.2794767796482756, 0.8497548898198085, 1.0465811106728098, 0.026703270239980127, 0.2534476104406912], [0.2502769442182531, 0.3894380437060735, -0.45728383149324137, -0.3273113095325402, 0.3002142432780213]]"
Iteration 46,"[[1.278502905145095, 0.8444517113447539, 1.0457016846924332, 0.022045594938986578, 0.24822525883462476], [0.2501974884911694, 0.39181078659761676, -0.4577658249069649, -0.3263387332027699, 0.3029928589803265]]"
Iteration 47,"[[1.2774648681860277, 0.8391068782259996, 1.0448458993386964, 0.017298469553473937, 0.24294767393578576], [0.2500647880212603, 0.3941141384869451, -0.4582907291487242, -0.32529663624546135, 0.30577682316670923]]"
Iteration 48,"[[1.2763187354774512, 0.8337275138485957, 1.0439442897007878, 0.012460941296842831, 0.23762523385233317], [0.2500197900646896, 0.39632928980437315, -0.45873384824222024, -0.32421696883149553, 0.308535950600995]]"
Iteration 49,"[[1.274933354220468, 0.8282755141660151, 1.0429770244370031, 0.007531316584733702, 0.2322572981277174], [0.24986327036109635, 0.39858039026377645, -0.45928271014721467, -0.32311012667901634, 0.3112808461774885]]"
Iteration 50,"[[1.2735148949280157, 0.8227992401308069, 1.0420010925173064, 0.0025072273681549656, 0.22684259965620687], [0.2497183572435416, 0.4007338253837331, -0.4597969318502488, -0.32197655247720874, 0.3140251542463845]]"
Iteration 51,"[[1.2720363358532216, 0.8172804669078135, 1.0409231016018177, -0.002606767272291581, 0.2213876771448893], [0.24952042967509117, 0.40284330288628256, -0.46032441089938875, -0.32083384216036115, 0.31675534155178403]]"
Iteration 52,"[[1.2704930317390979, 0.8117084083959488, 1.0398196329669327, -0.007807001322356226, 0.2158943002788903], [0.249381317098757, 0.40494395670630506, -0.4607949675068724, -0.3196914833348443, 0.3194728038276248]]"
Iteration 53,"[[1.268818106374873, 0.8060594706994451, 1.0386986119252188, -0.01309171274397701, 0.21036261274746057], [0.24921216025502232, 0.40710654108198396, -0.46129033558859467, -0.3185510076503939, 0.322184285562599]]"
Iteration 54,"[[1.26704780490999, 0.8004140221585048, 1.037567773485436, -0.01845633744917038, 0.20479682302843896], [0.24921776388857797, 0.40913841149342234, -0.4616098214085075, -0.3174190413072503, 0.3248837110486065]]"
Iteration 55,"[[1.2652535185865312, 0.7947250425564117, 1.0364072856469395, -0.023895232379029158, 0.1991986664024311], [0.24921026944514768, 0.4111518115418171, -0.4618618162641221, -0.3163030580344967, 0.32757182151248754]]"
Iteration 56,"[[1.2634567840471518, 0.789022986392697, 1.0352007276614896, -0.029406010328258278, 0.19356876837929332], [0.24919918914227693, 0.4130793663856799, -0.46208961049249275, -0.3152025020102703, 0.33025259731812434]]"
Iteration 57,"[[1.2616047465642029, 0.7832709960733425, 1.034019164690608, -0.034982668520583425, 0.18790931177582684], [0.24917303559327034, 0.4150066376646358, -0.4623478701446393, -0.3141235946075964, 0.33292551547669824]]"
Iteration 58,"[[1.259665345088443, 0.7774943553395661, 1.0328046097020174, -0.040617607692003954, 0.18222709797526795], [0.24921538868071455, 0.4168836403177199, -0.4625373379151515, -0.3130751397798163, 0.33557596888587315]]"
Iteration 59,"[[1.2577138127551932, 0.7717290654680342, 1.0316465061153868, -0.046307549223179645, 0.17651955107778972], [0.2493017868225147, 0.41863310964610984, -0.4626601406582096, -0.31205770960172596, 0.3382143467157014]]"
Iteration 60,"[[1.2557222515816466, 0.7659055519998368, 1.0304307859761666, -0.05204829365534637, 0.17079055534633258], [0.24935612468062002, 0.4203994414242762, -0.46278387274580013, -0.31107345415811394, 0.3408338521441491]]"
Iteration 61,"[[1.253632124147268, 0.7600327554498226, 1.0292431770228672, -0.05783786258379932, 0.16503816986241818], [0.24942047164018238, 0.42217264561816675, -0.46293058028099277, -0.31012073756813485, 0.3434428165915796]]"
Iteration 62,"[[1.2514946899387545, 0.7541277483532689, 1.0279557542794777, -0.06367852427773071, 0.15926294837370605], [0.24951534581635768, 0.42392520093497615, -0.4629982019773661, -0.3091908901849421, 0.34604367808119224]]"
Iteration 63,"[[1.2493548777993442, 0.7481950134847756, 1.0267209800372823, -0.06956021426728301, 0.15346795708083627], [0.24964906199037082, 0.42565225910069354, -0.4630201717319171, -0.3082949475246654, 0.3486321621561698]]"
Iteration 64,"[[1.247162226660825, 0.7422491742145307, 1.0254038918756714, -0.07548444681607515, 0.14765492317311243], [0.2497921087212744, 0.42732847702676324, -0.463001571608037, -0.3074262754017127, 0.3512067048000663]]"
Iteration 65,"[[1.2449215489996825, 0.7362786639501233, 1.0241225215442287, -0.08144537080204096, 0.14182284224560016], [0.24992916425232367, 0.42897654555939213, -0.46299594990061943, -0.30658935127096276, 0.35377251328459663]]"
Iteration 66,"[[1.2427109848203208, 0.7303015477277766, 1.0227644904665758, -0.08744150184486704, 0.13597667010076722], [0.2500762113868999, 0.4305652120441723, -0.4629303560165562, -0.3057825016415448, 0.356319878555878]]"
Iteration 67,"[[1.240497992725084, 0.72433882441299, 1.0214536636522284, -0.09346925822747841, 0.13011284992798566], [0.25020795693000725, 0.4320551301004051, -0.46289231003947356, -0.3050071846427366, 0.3588593228852445]]"
Iteration 68,"[[1.238294180397543, 0.7183476291918114, 1.020062836577813, -0.09952388239679652, 0.1242399522493311], [0.2503585636944022, 0.43351969337982954, -0.46280253092040097, -0.30426678542004815, 0.36137203468672086]]"
Iteration 69,"[[1.2360678225504327, 0.712319336639718, 1.0187116844618271, -0.10560147288421656, 0.11835362440589059], [0.25050777952542286, 0.4349775330149869, -0.46272451913403717, -0.3035638616027494, 0.36386866934906636]]"
Iteration 70,"[[1.2338174621242608, 0.7062692354755606, 1.0173232657521825, -0.11170216852533899, 0.11245643257046047], [0.250668514042888, 0.4364069480820858, -0.46262020336253584, -0.302895752388079, 0.3663443079868937]]"
Iteration 71,"[[1.2315342406128058, 0.7002156019550223, 1.0159861654912297, -0.11781351365277548, 0.10655371761779352], [0.2508700732630695, 0.437779016257208, -0.46248845906230607, -0.3022766940805574, 0.36878642424577884]]"
Iteration 72,"[[1.2291840166243877, 0.6941458575943436, 1.0146027454223072, -0.12393249453670557, 0.10064569249853116], [0.25105732017864246, 0.439114223411005, -0.46235332129167706, -0.3017095249676579, 0.3711931260544394]]"
Iteration 73,"[[1.2267857399794537, 0.6880611395193493, 1.0131976590032392, -0.13007542936420088, 0.09471976969343689], [0.2512802288864845, 0.44041214284424063, -0.4621761409902813, -0.3011722785165973, 0.3735930561956949]]"
Iteration 74,"[[1.224388396640838, 0.6819942649873948, 1.0118084243188075, -0.13624005188571575, 0.08877875236306629], [0.2515331963155192, 0.4416207054475976, -0.46194996148313927, -0.3006652244868071, 0.375982548625589]]"
Iteration 75,"[[1.2220013507271543, 0.6758891868582133, 1.0104229476095488, -0.1424213041650105, 0.0828258627506725], [0.2517991405735437, 0.4428257419485868, -0.46169553306066224, -0.30019231618573117, 0.3783562225852693]]"
Iteration 76,"[[1.21955274965544, 0.6697249167721371, 1.0089393840879588, -0.14862533617878856, 0.07685672205082231], [0.2519843778672454, 0.44406519242200776, -0.4615023178827947, -0.29974413591175303, 0.3807254113186433]]"
Iteration 77,"[[1.2171160402170371, 0.6635991587518295, 1.007418595225796, -0.15484861020713894, 0.07087424490579611], [0.25218866844978466, 0.44519590496355543, -0.46128149760318, -0.29932245744569297, 0.38308621623884986]]"
Iteration 78,"[[1.2147059227517183, 0.6575185826125078, 1.0059170470282053, -0.16108773475442012, 0.0648793270135177], [0.25241793706493726, 0.4462010672661552, -0.46102621719644366, -0.2989291986937885, 0.38543856666097004]]"
Iteration 79,"[[1.212307693517053, 0.6514812513334913, 1.0043829096410295, -0.1673429283277182, 0.05887341561342733], [0.25266833113379894, 0.4470768411199198, -0.46072827124232624, -0.2985623255740885, 0.38778098370118325]]"
Iteration 80,"[[1.209935913966853, 0.6454800577112048, 1.002850712867917, -0.1736124746097136, 0.05285755648484977], [0.2528785443942189, 0.4478280879945805, -0.46045886971986977, -0.29822203163379457, 0.39011253386556805]]"
Iteration 81,"[[1.2075567022072242, 0.6395143242837391, 1.0012891856533235, -0.1798970204582257, 0.046831040147363515], [0.2531152579870128, 0.4484518947402159, -0.46016714709600104, -0.297905947504367, 0.39243594496003703]]"
Iteration 82,"[[1.205207256765863, 0.6335722326234439, 0.9997864416530742, -0.1861867687072537, 0.040797038924639234], [0.25337960458321085, 0.4490085357536408, -0.459845888073834, -0.2976235227537819, 0.39474567408931793]]"
Iteration 83,"[[1.2028523291829325, 0.627765333045797, 0.9982376261353623, -0.1924884258387792, 0.034753339646322594], [0.2535983730331805, 0.4496443999723965, -0.45955233949047125, -0.2973665939369954, 0.3970470690603055]]"
Iteration 84,"[[1.200363602689063, 0.621968082020205, 0.9966882939522945, -0.198784941194344, 0.02870821492171996], [0.25384978298424205, 0.45033451569217636, -0.45927325373469113, -0.2971527556054164, 0.39932336367373905]]"
Iteration 85,"[[1.1978363870232578, 0.6161915975416482, 0.9951429288020727, -0.20508013925437094, 0.022658589588905584], [0.25416959849222326, 0.4509403726713231, -0.45890251211739597, -0.29697828837761464, 0.40157981716071944]]"
Iteration 86,"[[1.1953750740209175, 0.6105483084829009, 0.9936062798783188, -0.21137921527465964, 0.016601445436469783], [0.25446741944095536, 0.45151764467484984, -0.4585109427244952, -0.29683758338204563, 0.40382246507050024]]"
Iteration 87,"[[1.192919765300071, 0.6049714052433025, 0.9920731182132088, -0.21768678910902345, 0.010533511338994266], [0.25476662910515785, 0.4519827056358355, -0.45813176477399864, -0.29672514052495547, 0.406058799084005]]"
Iteration 88,"[[1.1903684807254515, 0.5993455133763804, 0.9905514741927934, -0.22399031799125077, 0.004466192352305734], [0.25512681431631795, 0.4524403548056825, -0.4577185896073376, -0.29665324081944694, 0.40826623717368143]]"
Iteration 89,"[[1.1879147955324552, 0.5938568706385967, 0.9890376076119932, -0.2302964945748152, -0.0016031146604864113], [0.25543790582570913, 0.452763382170403, -0.4572964876790786, -0.29661512290531333, 0.41044833540979675]]"
Iteration 90,"[[1.1855235594649973, 0.5884998967028865, 0.987440206537795, -0.23661745516345473, -0.0076848024496408845], [0.2557258282235436, 0.4530797365051648, -0.4568824123926973, -0.2965977384209332, 0.41262562082428805]]"
Iteration 91,"[[1.1831823293171084, 0.583269080812771, 0.9858483593779249, -0.24294225946619766, -0.013774154081552602], [0.2560219674876414, 0.4533589866949564, -0.45646236421892894, -0.2966106114968873, 0.4147902697690963]]"
Iteration 92,"[[1.1807320944389887, 0.5780242777266482, 0.984185744600454, -0.24927137363178883, -0.01986797067337222], [0.2563473408128053, 0.453707424359152, -0.45602524536358485, -0.29665268857348104, 0.41693631979130413]]"
Iteration 93,"[[1.178277537185408, 0.572847400177752, 0.9825361233560205, -0.2556033087071421, -0.025973317572758572], [0.2566476196585478, 0.45400511776649105, -0.4555925508744535, -0.2967248316723004, 0.4190779370045381]]"
Iteration 94,"[[1.1758232184792148, 0.5677216539770445, 0.980895093579872, -0.2619292242495111, -0.032079814881997334], [0.2569534541496738, 0.45426884345686597, -0.4551616046055001, -0.2968353470663245, 0.42119582479852985]]"
Iteration 95,"[[1.1733604881777004, 0.5626267651315596, 0.9792720436609157, -0.26825333605812934, -0.038193501611468145], [0.2572458953363451, 0.45444726450079165, -0.4547491586159402, -0.29698046545249585, 0.4233010106737794]]"
Iteration 96,"[[1.170862208049506, 0.5575686692430756, 0.9776556989842707, -0.27456791796792884, -0.04430725201827786], [0.257550065059749, 0.4547212472703147, -0.4543371201164303, -0.2971676457923317, 0.42537974284199137]]"
Iteration 97,"[[1.1683242051109375, 0.5525932498559872, 0.9759909647296402, -0.28088578030129135, -0.050421971975204774], [0.2577974315820114, 0.4550608617628418, -0.4539701154236967, -0.297385204212638, 0.42743235171763]]"
Iteration 98,"[[1.165803890041977, 0.5477092263180801, 0.9743463028890726, -0.28719999666625745, -0.0565437353555599], [0.2580669786665476, 0.4553958052357473, -0.453589527288875, -0.2976391348219503, 0.4294696005960178]]"
Iteration 99,"[[1.1632704053031497, 0.5428116408622216, 0.9727300293105743, -0.29351470220128406, -0.0626711232355092], [0.25844234126398974, 0.45562109149290847, -0.45310575484883214, -0.2979255829464105, 0.4314891064730263]]"
Iteration 100,"[[1.1607446112391167, 0.5379349761625786, 0.9710643546549597, -0.2998395196728652, -0.06881190348246052], [0.2588277990023255, 0.4558229504596577, -0.45256206761751494, -0.2982352078419852, 0.4335060697644187]]"
Iteration 101,"[[1.1582105035635861, 0.5330815617024973, 0.9694424566172941, -0.30616609260545874, -0.07496583742136935], [0.2591887671704913, 0.4559536246575825, -0.4520548735526372, -0.29857444570009434, 0.43552223051384603]]"
Iteration 102,"[[1.1557088721204691, 0.528289639417484, 0.96777703280848, -0.312498203126451, -0.08113119896436347], [0.25951457425813956, 0.45603406929206786, -0.45156728588573297, -0.29893935515133035, 0.4375365192049441]]"
Iteration 103,"[[1.153286992126482, 0.523601561273986, 0.9661289868392147, -0.3188233307832713, -0.08729729658779156], [0.25987771126472836, 0.456088757270115, -0.4510382102296239, -0.29934041971689246, 0.4395303224991896]]"
Iteration 104,"[[1.1509133471271933, 0.5190331668265274, 0.9644480567930291, -0.32515056309903484, -0.09347158797767477], [0.2602050067784715, 0.45616324926395074, -0.4505244044131368, -0.2997698187994852, 0.4415169111883889]]"
Iteration 105,"[[1.148584479662956, 0.5145895734969578, 0.9627732563338924, -0.3314674002298614, -0.09964572151050008], [0.2605203625290396, 0.4562723639824586, -0.45002869675785945, -0.30023809207202207, 0.4434814799067668]]"
Iteration 106,"[[1.14618000976266, 0.5101480968072428, 0.9611109617537396, -0.33777816347287865, -0.10581846887510331], [0.2608544910359716, 0.4564317984146193, -0.44954356224982245, -0.300742032981435, 0.44542054356736743]]"
Iteration 107,"[[1.1436528874947671, 0.5056457953678425, 0.9594584167295448, -0.3440702448285229, -0.11198326511612232], [0.26120391041124286, 0.4566446542633528, -0.44905674485014896, -0.3012927414754634, 0.44732027019902587]]"
Iteration 108,"[[1.1410430567481107, 0.5010644034406657, 0.9577765222852266, -0.3503681733337533, -0.1181581346962596], [0.2615538527001884, 0.45675152795300805, -0.44855709885952727, -0.30187038866841864, 0.4492109765584397]]"
Iteration 109,"[[1.1384217401823038, 0.4963869038236725, 0.9561465278041248, -0.35666435607620517, -0.12435308699016528], [0.2619004183854023, 0.4565855825219889, -0.44806303348544374, -0.30248046956656166, 0.45111245723765725]]"
Iteration 110,"[[1.1359372588041698, 0.4918204129361864, 0.9544843332657149, -0.36296487155920615, -0.1305544158244303], [0.26221718049596254, 0.4564562894708536, -0.44755654226103464, -0.30311758732142424, 0.4530034148603965]]"
Iteration 111,"[[1.133516116121044, 0.48737242911284573, 0.9527892882526857, -0.36924912386239744, -0.13674746031394341], [0.26254171155866723, 0.4563235647538556, -0.44704396141752145, -0.3037980404708571, 0.45485758001919996]]"
Iteration 112,"[[1.131128160271016, 0.48302792441427617, 0.9510999696122129, -0.3755343529359365, -0.1429518556332643], [0.2628562544994065, 0.4562467192907437, -0.4465403584313286, -0.3045085824528888, 0.4567075582408246]]"
Iteration 113,"[[1.1287474542914193, 0.4787628766554134, 0.9494118280707948, -0.3818078704389134, -0.14915342109935287], [0.2631321201311493, 0.4561749057723944, -0.4460809464046013, -0.3052589644677308, 0.45852940405665266]]"
Iteration 114,"[[1.1264454423904704, 0.4745922732647855, 0.9476946724153251, -0.3880905362431884, -0.15536317492008017], [0.2634171659926934, 0.45602128703969586, -0.4455975271275795, -0.30603289315311394, 0.460341178090894]]"
Iteration 115,"[[1.124222741833092, 0.4705305800737487, 0.9460278463088257, -0.3943553695713843, -0.1615671552204602], [0.2636815203121869, 0.45585636899490817, -0.4451378712692182, -0.30685056585917536, 0.46211883782980195]]"
Iteration 116,"[[1.1220137704718, 0.4664887772572354, 0.9443719549728389, -0.4006128988546107, -0.16778217657162015], [0.2639581786431305, 0.4555722835505494, -0.44468069469282445, -0.3077046513955721, 0.4638898021210956]]"
Iteration 117,"[[1.1196145891612101, 0.4621954142247546, 0.942722622123175, -0.4068649761783875, -0.1740141421126754], [0.2642587036244268, 0.4550801134712321, -0.4442383342383819, -0.3085937563215884, 0.4656660124846778]]"
Iteration 118,"[[1.11720367822388, 0.45786126701052643, 0.9411116612737136, -0.41309173982080377, -0.18024256058834517], [0.26459055457356356, 0.454765532188555, -0.4437434988115704, -0.30953302368359903, 0.46741451775143567]]"
Iteration 119,"[[1.1147070829581904, 0.453557415354109, 0.9395001192861046, -0.4192744664797766, -0.18644904794284023], [0.26490029791789915, 0.4546622537594017, -0.4432779154650076, -0.31053804546817343, 0.4691014934512439]]"
Iteration 120,"[[1.1122546731374479, 0.4493687383177525, 0.937855498223547, -0.42547448168227764, -0.19267492092572233], [0.26519298991565715, 0.45455182181900783, -0.4428076022662771, -0.311565546127505, 0.4707925000999704]]"
Iteration 121,"[[1.1098248079157615, 0.4452263244988844, 0.9361928799685723, -0.43167942920477875, -0.19890982274085325], [0.26552276120843493, 0.4544203154454071, -0.4423017157330474, -0.3126226591683382, 0.4724729848635022]]"
Iteration 122,"[[1.1074890675936024, 0.44120196572605863, 0.9345390055334992, -0.4378727132781154, -0.20514289250756845], [0.26581228739874424, 0.45424972532213886, -0.4418140398522588, -0.3137204542820748, 0.47412541595900903]]"
Iteration 123,"[[1.1051963000984664, 0.4372531206796363, 0.9328512694189126, -0.44405563689234806, -0.21137466721149306], [0.2661072751039263, 0.45407803397536356, -0.44132868641487594, -0.31485818165168783, 0.47574933887348725]]"
Iteration 124,"[[1.1029134384319765, 0.4333237826078703, 0.9311666974388981, -0.45024056570581494, -0.21761969420069713], [0.2663851558577923, 0.4538059459901536, -0.4408651806717226, -0.31602710142125096, 0.4773680145521307]]"
Iteration 125,"[[1.1006444962774415, 0.42936542375338665, 0.9294501057386555, -0.4564322484911135, -0.22387771494354244], [0.26666596497158707, 0.453377356591484, -0.44039623842366543, -0.3172230188858162, 0.47898290512758207]]"
Iteration 126,"[[1.098408313074842, 0.425440831682185, 0.9276644232491535, -0.46262820112961023, -0.23014401441220222], [0.2669367193126201, 0.4530169351120527, -0.43991747113385093, -0.3184464663092651, 0.48058807077562443]]"
